newid,CPUUtilization_Average,NetworkIn_Average,NetworkOut_Average,MemoryUtilization_Average,Final_Target
12858,36,276549698,258648727,37.78671268,35.25052233
12859,51,228553340,217049288,52.37752512,49.28197634
12860,66,338300583,331979173,61.24325548,60.49642157
12861,37,222053503,212338687,42.143568,38.12426958
12862,23,119165867,115805851,37.09630957,28.94334569
12863,26,137506188,137785429,34.87512168,29.02919226
12864,31,201023959,200514614,28.88944822,28.57853105
12865,43,251060685,235722091,52.31064116,45.59865862
12866,64,322427333,299842469,55.59612981,57.15002974
12867,63,352502763,325156699,61.66006206,59.36289782
12868,75,371029197,341781535,74.68494262,71.52995265
12869,87,358125876,331402737,81.69217958,80.2031728
12870,49,221868045,203101321,56.79009185,50.55983045
12871,63,368891645,348316349,59.70327631,58.44703148
12872,75,402240284,386093047,60.53053454,64.74801637
12873,63,364272257,345456514,44.60195365,51.59277765
12874,49,237474195,224148338,57.79469026,50.81765619
12875,29,121190774,110309722,59.44938324,42.35666857
12876,28,102463417,93798419,57.49938005,40.99581906
12877,30,104072410,102282286,57.03545825,41.54149553
12878,38,118209008,114920815,64.93957156,49.1066509
12879,36,200350817,192661066,49.44751036,40.8703447
12880,13,129631230,123249444,28.94187111,20.46176112
12881,13,102111043,91713097,31.35127225,21.33122628
12882,46,252278342,222563599,50.1765433,45.87875922
12883,63,343761112,315163202,55.96739319,56.9761785
12884,45,226504248,207673673,36.91620642,39.29300398
12885,36,164300559,152895253,30.61754044,31.89707042
12886,49,197013236,186402942,62.45577597,53.35635515
12887,54,237520417,225909618,79.30901062,63.4171046
12888,72,277735550,267545093,78.91128473,72.02457927
12889,47,182336807,183288616,55.18829985,48.80651721
12890,38,181948237,172198298,44.17481672,39.35419585
12891,43,167506672,147217958,46.24586454,42.79532591
12892,49,254672193,239726211,48.02281517,46.5768243
12893,24,148056040,123289697,21.25760411,21.87373146
12894,20,125445324,106523767,21.25628172,20.05262047
12895,41,215439942,201390269,45.14444342,41.2757204
12896,51,224388449,218544905,52.66176916,49.51817509
12897,47,203570343,200680895,50.51658606,46.46818569
12898,43,274044480,262010220,44.98972528,42.04178428
12899,33,302199518,280205251,35.21462629,32.88821425
12900,31,310764191,294291611,36.97536224,32.84123252
12901,28,183530621,178484672,21.01548884,23.76600453
12902,27,174520016,173610715,7.802178839,16.58785898
12903,33,254281384,252450442,2.321823659,16.88854809
12904,50,284656941,279222135,33.85312362,40.29387471
12905,26,138596566,133689411,48.82841472,35.83424752
12906,19,122318299,111332484,45.65705393,31.14698701
12907,48,273170757,239544154,59.76557325,51.48813189
12908,66,279023678,248852236,65.48240419,62.81237393
12909,54,193836157,185462611,47.22139689,48.20987383
12910,28,144563433,131930519,28.78994732,27.46633553
12911,29,144027444,126243621,44.6073665,35.44282411
12912,21,87300479,78578705,45.43388277,31.75105535
12913,19,86217959,82630701,44.70908229,30.45230356
12914,43,230030628,222139178,56.25080268,47.54174602
12915,44,243557871,228291784,52.52749525,46.202181
12916,30,169959123,156722277,56.54771122,41.50328922
12917,43,202328635,188825445,54.33655033,46.6144375
12918,48,249709251,236173835,42.69098618,43.17374989
12919,47,277101873,258272913,38.42815317,40.63622009
12920,53,232185490,220160903,50.44643634,49.26473192
12921,40,156822946,154124207,42.44873912,39.23545346
12922,28,183898322,178914091,24.80984431,25.51548454
12923,20,158898796,151658657,16.66856527,17.77835117
12924,20,119809869,108258267,21.6966121,19.8832419
12925,40,175287088,150922617,52.00300771,43.83667955
12926,71,276933134,249767150,72.97509424,68.73831983
12927,63,246186963,224286252,55.90777435,56.60525657
12928,40,256823865,233076889,41.53752555,38.8429347
12929,44,252966238,240406644,28.71626792,34.56491241
12930,72,300639869,273888636,56.23316393,61.15704275
12931,71,346017283,304341834,66.72860361,65.73147289
12932,60,375624555,334389270,53.01953289,53.76356389
12933,50,284384585,253824278,58.7841201,51.89608789
12934,53,246218323,227222043,52.48550829,50.17685965
12935,58,270474707,249189668,60.84564362,56.60958093
12936,53,310086379,273710576,36.88836854,42.86281224
12937,60,363645153,332471903,39.2867034,47.59721872
12938,66,313482294,288912844,48.51004357,54.50420762
12939,85,433942666,399741455,66.25312386,72.01315771
12940,67,384282985,346094156,43.38694229,52.73480822
12941,56,278543694,244658917,48.68300786,49.75125763
12942,60,235274017,205195775,57.71005679,56.34466319
12943,40,144161154,130751368,24.06582175,30.59089223
12944,28,113788471,107187563,3.156719895,15.02200732
12945,22,117606234,107571689,6.782748723,13.65457649
12946,22,173216599,158237949,20.56190293,20.68909162
12947,34,325495391,307572136,42.60258536,36.86573816
12948,47,342024348,313994826,55.55696077,48.8943771
12949,50,347878694,311033451,53.01077306,49.02395528
12950,29,257250528,238139684,36.29999989,31.41429704
12951,16,175730533,162415885,19.97197558,17.23794293
12952,8,135970705,124886275,11.80136047,9.863296707
12953,9,134754437,125245616,18.18180318,13.06419129
12954,14,129167608,121395157,29.93997837,21.22287731
12955,22,118965789,111951038,33.66699739,26.76903829
12956,26,120738175,111734678,26.86607097,25.18936924
12957,26,146423028,130476146,23.32444959,23.81669647
12958,51,237473217,211786268,58.37769283,52.29294404
12959,41,140024162,131629094,55.05645766,45.88690216
12960,18,53857887,48888796,31.2282156,23.72751474
12961,20,58478976,49338973,29.83275452,24.14240125
12962,39,127617009,112882697,43.95204077,39.51387139
12963,52,289448248,269126362,53.18463031,50.45788243
12964,46,269517403,245437337,44.06396347,43.01985999
12965,38,212746677,183394944,23.18287845,29.24682834
12966,56,330282592,310480168,28.00764833,39.93476726
12967,61,322328224,297365090,35.30838091,46.01515388
12968,46,188091994,173049106,40.7390354,41.5343937
12969,60,285009353,274355274,46.26283274,50.93209988
12970,65,303926917,282822114,68.99860957,64.16246529
12971,56,286692226,264895576,50.78653462,50.99917116
12972,27,175517389,162026197,21.28520958,23.42478518
12973,19,126468459,116369859,13.29785359,15.45518011
12974,20,128183287,120870392,14.67759813,16.61610833
12975,25,193940332,185006178,21.5355087,22.50946316
12976,50,362225321,324219913,36.99678484,41.455323
12977,51,276064493,248308789,38.31755719,42.78662269
12978,46,226745165,219126756,50.11417583,46.0287726
12979,40,176187185,177000983,55.13517733,45.62639389
12980,40,128605380,125819116,66.46240087,50.83361058
12981,42,269363384,247847051,48.63927838,43.31594901
12982,52,342039025,312835317,44.14508167,45.81527853
12983,66,332587087,310316707,56.97922738,58.89756836
12984,67,371092804,345108657,60.35901713,60.95639605
12985,42,256965759,237337352,52.46608797,45.26541883
12986,49,267034800,254473618,66.59728796,55.30751466
12987,38,203765882,192323273,52.7505054,43.34317824
12988,34,162528801,149513595,23.98693266,27.63747483
12989,37,178118359,171061153,21.79706033,28.19490944
12990,43,240386219,227838141,45.91201331,42.30413991
12991,47,276163821,256195747,70.35958348,56.20752692
12992,66,328368640,305541994,76.52064584,67.90817841
12993,46,222152124,208526800,57.5150064,49.51371711
12994,33,209360463,191068554,50.75828138,40.01017235
12995,25,165356712,147350826,46.78374501,34.35500865
12996,32,225116036,199476107,43.14628311,35.95135301
12997,58,346461562,318850274,65.3015509,59.12259094
12998,58,357467866,336616175,51.8672249,52.42331029
12999,42,290405201,276094796,36.70329527,37.85262546
13000,50,231075981,215999222,40.00966737,42.80297152
13001,43,253411854,243401668,37.41208441,38.3300586
13002,49,319979694,298577650,34.84473638,39.88117696
13003,41,198924080,187507629,31.46325014,34.53506292
13004,29,92009738,98354774,25.43309814,26.28273832
13005,22,75887198,81368153,20.75651199,20.75402526
13006,23,92444448,92031020,21.79503602,21.41466588
13007,40,175985505,166342430,32.57466371,34.8183655
13008,45,153709282,141323722,30.78523956,36.22588104
13009,34,156524968,149570809,26.63496303,28.88126792
13010,35,245390403,236056038,34.15505274,33.04425262
13011,22,132291846,122904196,51.19908725,34.9948183
13012,40,186097830,173395291,68.75269764,51.85670747
13013,64,328282807,316768398,59.67067732,59.23335681
13014,61,236464296,221326693,70.58208959,62.80125419
13015,52,275847313,249216953,50.87387178,49.19291777
13016,38,222792656,187281257,26.94336162,31.15124201
13017,28,201775079,167559728,24.76660151,25.34983521
13018,34,223201190,192334471,40.6273484,35.51704401
13019,61,364195239,338222442,61.94059437,58.83216027
13020,57,300120454,278687824,53.77509964,53.1007742
13021,39,213120124,199759730,51.51479405,43.35469518
13022,39,224273556,199957934,46.6901035,40.96807809
13023,53,294183043,268819499,40.49406162,44.44182974
13024,57,299473085,283253475,53.66472213,52.78069443
13025,42,244448981,239667872,58.28808634,47.84227581
13026,54,273013187,278672266,64.09623236,56.1818192
13027,51,352410270,327859485,51.970722,49.27275269
13028,44,336070935,305755057,32.54445019,36.7613175
13029,29,196934479,182694861,37.32399054,31.58419663
13030,35,184244616,171113841,40.91262643,36.50296677
13031,44,251700444,231536748,44.2786323,42.30908811
13032,47,253271710,229074118,56.17975767,49.2817638
13033,39,189628218,178524233,56.3411669,45.73866425
13034,59,331091577,317934586,56.36494108,54.94049096
13035,70,426843726,406129015,66.68365454,65.10297425
13036,68,394990597,377597535,71.36232939,66.70787449
13037,55,309680880,307923943,46.15197286,48.23565153
13038,65,385884310,353995820,58.2055979,59.01365028
13039,68,293151907,253778028,71.29472707,66.54940792
13040,61,270551174,256762973,47.78112864,52.11415101
13041,39,158587455,144558357,44.20323684,39.92998605
13042,43,146627907,147754512,48.42546623,43.46797631
13043,54,222773690,219564273,68.25022105,58.58865511
13044,58,259043687,254936616,56.87434468,54.70350206
13045,61,286104206,285071518,70.20807976,62.80912816
13046,50,219501148,207915674,83.75473866,63.81415338
13047,36,153944095,135713885,80.53110837,55.70053634
13048,38,254179357,226311321,54.92184663,44.2968057
13049,37,240249277,215844024,36.8898697,35.24552769
13050,53,230304981,215983629,54.03547905,50.95339606
13051,46,188585995,176390457,56.75015936,49.22391989
13052,66,275177204,259745080,82.00491539,70.58889996
13053,79,240154708,224036962,66.05771068,69.29471004
13054,55,213872453,201323696,50.54458397,50.46202766
13055,39,133491922,130256459,62.86494669,48.58792013
13056,45,199895902,197307528,74.38585345,57.16419303
13057,37,207330891,191263289,47.94539474,40.70072418
13058,64,366073177,332518797,48.39189272,53.86585951
13059,61,332070721,301145743,49.22059639,52.69777957
13060,35,161416111,148885049,21.53652849,27.15977948
13061,40,143329818,134614301,28.68269431,32.86622917
13062,42,200182051,188372060,40.70043151,39.76814018
13063,41,248349015,236373176,44.7838059,41.02501181
13064,40,210792425,203052836,64.31949203,49.82282557
13065,60,362572075,343730810,60.79812603,57.54268335
13066,61,350650686,318252501,46.76302607,51.66586207
13067,70,359516083,320977540,56.87877007,60.43242801
13068,52,316178720,293342146,49.65956847,48.66027838
13069,50,256383340,238813084,41.78355838,43.9576527
13070,53,246540305,228426572,38.6405921,43.77697172
13071,49,314395006,295703529,26.13399057,35.97348678
13072,71,461200540,423705730,57.33942106,61.18842126
13073,57,284078280,259673751,67.6841421,59.43704457
13074,38,174008036,157807300,48.13497199,41.24694279
13075,22,106490296,96300027,43.35336446,31.15022456
13076,26,94585570,85471133,52.63260851,37.65577672
13077,38,203244631,192903214,46.78879495,40.4093452
13078,56,316256579,297485692,57.17879574,53.84357008
13079,59,330973549,308002974,68.91355607,60.96105633
13080,70,384786336,355412127,80.51833558,71.74793068
13081,29,102549293,90560069,37.44238599,31.71661939
13082,25,54901002,47184550,21.11099377,21.94720794
13083,49,180948255,163834340,52.53427833,48.64946419
13084,46,123593654,111204783,67.00008427,53.84770609
13085,28,114637932,98490377,46.06499821,35.33893201
13086,46,337017701,314563415,33.71685208,38.23090827
13087,51,341317057,320659970,33.52766563,40.34429075
13088,57,339432257,307271007,49.43468816,50.94830133
13089,48,270153601,255481976,43.14069302,43.5337339
13090,35,216773744,207672419,33.37291228,32.97492659
13091,39,219615666,197376967,55.43320303,45.36738319
13092,34,119677368,110094861,45.97669059,38.03904435
13093,27,52421184,46890885,36.23787234,30.11878387
13094,20,34874387,31722744,32.20287667,25.11756256
13095,23,100510625,96804354,30.38107967,25.59947438
13096,48,292182560,273268063,42.59604842,43.45292058
13097,51,301764386,274784151,56.30319571,51.11050447
13098,34,204005439,190398346,37.98792736,34.62028831
13099,23,155317908,140111907,36.99855264,28.97227337
13100,21,148096672,131023166,41.57710801,30.16348751
13101,28,168468037,153725857,49.05866708,36.90170087
13102,49,291657935,276932860,60.84891157,52.57500458
13103,69,341244172,312681540,62.73626897,62.99052862
13104,72,221211829,197949994,86.65526899,75.72334275
13105,40,170330664,157344785,56.03249168,46.08579758
13106,35,152967218,144683426,45.29477541,38.59708215
13107,43,229660797,214119963,68.73444155,53.37619546
13108,46,274591639,260453653,57.7872754,49.65419613
13109,35,106172051,95933227,47.16157903,39.34238112
13110,45,65249947,57096039,46.97527604,44.10127808
13111,36,121949504,112548883,20.54344966,26.87937175
13112,47,256862660,241484373,37.44089021,40.27947513
13113,61,281491983,262300171,59.88359872,57.89347369
13114,72,313198066,292363244,66.35932747,66.06111604
13115,58,224165846,209501410,77.23080378,64.63814516
13116,69,301466469,285408096,82.91738805,72.27624692
13117,68,388551174,371910228,65.91242244,63.81152328
13118,46,276307773,262476941,45.47594303,43.56745572
13119,44,249042375,235312479,48.08615422,43.89448841
13120,56,300664373,285848290,58.03879799,54.62037822
13121,59,190477050,175308695,70.24242997,61.668946
13122,50,232170661,215575818,49.84008671,47.62509204
13123,39,158883489,159757706,41.70809863,38.39739517
13124,53,254111731,252179409,42.26385731,45.44159637
13125,50,219804346,206621926,39.94389786,43.03873484
13126,67,269550589,254077233,67.72029922,64.12866802
13127,62,222487942,226269134,48.8084793,52.98486642
13128,52,223357916,209906395,51.35357207,49.46575484
13129,39,183907870,164240077,38.43318874,37.07809684
13130,55,146079328,147978635,37.80449813,44.12635986
13131,67,207724051,197459587,65.66602453,63.4601927
13132,65,322286751,295391610,69.36708118,64.23817798
13133,49,266438462,239116842,54.9501672,49.45499862
13134,45,201118687,191589766,47.57178785,44.32436341
13135,57,254901693,239575068,61.54888739,56.80754689
13136,43,142432403,130804220,52.10148681,45.30554653
13137,35,126276486,114750844,39.67621912,35.91858747
13138,40,188784643,173693940,52.57991081,44.37982688
13139,39,174071230,168278356,65.25534945,50.0104124
13140,50,204703249,191041008,73.72776356,59.31953576
13141,33,119238984,107855932,77.3827793,52.68979364
13142,36,197852186,183969037,78.97493065,54.84755374
13143,67,377955673,351500356,80.93834738,70.41681632
13144,78,390910478,362920740,68.46706441,69.6671618
13145,55,182222598,171360350,67.99804595,58.82133307
13146,68,314729648,308175799,66.35865117,64.1945647
13147,64,335723279,323580874,46.49350239,52.82427887
13148,65,426144922,408553436,40.52112163,50.52571428
13149,68,397964621,385954472,47.81036762,55.44354661
13150,63,278237589,259168264,50.97678122,54.2887859
13151,68,293727646,265574571,56.48340206,59.26652525
13152,53,236622838,215690171,62.85064979,55.21836598
13153,49,212182263,193718982,66.8220585,55.50390298
13154,64,293369487,277071437,57.25489545,57.73908438
13155,60,208257275,193609113,63.1446413,58.96487089
13156,32,156919030,147162504,43.23061678,36.20463148
13157,40,239586159,223144436,38.26035547,37.26094233
13158,44,322249690,304716142,39.90738962,40.18978254
13159,36,228807442,225524485,46.9574035,39.80394885
13160,21,101170491,102031494,40.60533562,29.6119304
13161,27,77333133,81388118,39.71748487,31.85441868
13162,26,62477920,70778429,38.85093928,31.18141257
13163,17,47629643,52943993,36.31383373,25.75084487
13164,17,83610702,84742651,38.15198069,26.27751978
